Year,Player,concat,count,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Honors
2008,Anthony Johnson,2008Anthony Johnson,3,PG,33,ATL,42,41,1121,3.7,8.6,0.431,0.9,2,0.429,2.8,6.6,0.431,0.8,1,0.813,0.5,2.6,3.1,6.5,1.3,0.3,1.6,2.8,9.1,No_Honors
2008,Anthony Johnson,2008Anthony Johnson,3,PG,33,SAC,27,11,410,3.5,7.7,0.455,1.3,2.6,0.5,2.2,5.1,0.431,0.8,1,0.818,0.4,3,3.4,5.3,0.9,0.1,3,2.5,9.1,No_Honors
2008,DerMarr Johnson,2008DerMarr Johnson,1,SF,27,SAS,5,0,28,9,18,0.5,3.9,11.6,0.333,5.1,6.4,0.8,0,2.6,0,0,1.3,1.3,1.3,1.3,0,0,5.1,21.9,No_Honors
2008,Joe Johnson,2008Joe Johnson,1,SG,26,ATL,82,82,3343,7,16.1,0.432,1.8,4.8,0.381,5.1,11.3,0.454,3.4,4.1,0.834,0.9,3.1,4,5.1,0.9,0.2,2.4,1.8,19.2,No_Honors
2008,Linton Johnson,2008Linton Johnson,3,PF,27,TOT,8,0,63,5.1,10.9,0.474,0.6,1.7,0.333,4.6,9.1,0.5,1.1,1.1,1,2.9,5.1,8,2.3,0,0.6,2.9,6.3,12,No_Honors
2008,Linton Johnson,2008Linton Johnson,3,PF,27,PHO,6,0,53,4.8,9.5,0.5,0.7,1.4,0.5,4.1,8.2,0.5,0,0,,3.4,5.4,8.8,2,0,0.7,1.4,6.8,10.2,No_Honors
2008,Linton Johnson,2008Linton Johnson,3,PF,27,TOR,2,0,10,7.2,18,0.4,0,3.6,0,7.2,14.4,0.5,7.2,7.2,1,0,3.6,3.6,3.6,0,0,10.8,3.6,21.6,No_Honors
2008,Bobby Jones,2008Bobby Jones,6,SF,24,TOT,47,2,531,4.1,9.5,0.429,1.2,3.6,0.34,2.8,5.9,0.483,2.7,3.5,0.784,2,4.3,6.2,1.9,1,0.2,1.9,5.8,12.1,No_Honors
2008,Bobby Jones,2008Bobby Jones,6,SF,24,DEN,25,0,222,4.2,10.4,0.406,1.5,3.7,0.391,2.8,6.6,0.415,3.7,4.5,0.821,1.8,4.4,6.2,1.8,0.8,0.2,2.3,7.5,13.6,No_Honors
2008,Bobby Jones,2008Bobby Jones,6,SF,24,MEM,9,2,137,3.7,9.5,0.389,0.8,3.4,0.231,2.9,6,0.478,2.4,2.6,0.9,2.6,4.5,7.1,2.9,1.3,0.5,1.3,4.5,10.5,No_Honors
2008,Bobby Jones,2008Bobby Jones,6,SF,24,HOU,4,0,9,8,16,0.5,0,0,,8,16,0.5,0,0,,0,4,4,0,4,0,4,12,16,No_Honors
2008,Bobby Jones,2008Bobby Jones,6,SF,24,MIA,6,0,143,4.3,8.1,0.531,1.5,3.8,0.4,2.8,4.3,0.647,2,3.3,0.615,2,4,6,1.3,0.5,0,1.8,4.5,12.1,No_Honors
2008,Bobby Jones,2008Bobby Jones,6,SF,24,SAS,3,0,20,1.8,7.2,0.25,0,3.6,0,1.8,3.6,0.5,0,0,,0,3.6,3.6,1.8,3.6,0,1.8,1.8,3.6,No_Honors
2008,Dahntay Jones,2008Dahntay Jones,1,SG,27,SAC,25,0,206,4,9.3,0.434,0.2,1,0.167,3.8,8.2,0.468,5.9,8.9,0.667,1.2,4.9,6.1,2.1,1.4,1,1.7,4.9,14.2,No_Honors
2008,Damon Jones,2008Damon Jones,1,SG,31,CLE,67,3,1336,4.1,9.8,0.416,3.1,7.4,0.417,1,2.3,0.414,0.5,0.8,0.714,0.1,1.8,1.9,3.4,0.5,0,1,1.8,11.8,No_Honors
2008,Dwayne Jones,2008Dwayne Jones,1,PF,24,CLE,56,0,472,1.9,3.6,0.532,0,0.1,0,1.9,3.5,0.543,2.1,4.4,0.483,5.3,5.4,10.7,0.8,0.8,1.9,1.3,6.7,5.9,No_Honors
2008,Eddie Jones,2008Eddie Jones,1,SG,36,DAL,47,33,922,2.6,7,0.367,1.3,4.5,0.293,1.2,2.5,0.5,0.4,0.5,0.714,0.7,4.5,5.2,2.7,1,0.3,1.1,2.8,6.9,No_Honors
2008,Fred Jones,2008Fred Jones,1,SG,28,NYK,70,26,1757,3.7,8.9,0.421,1.5,3.9,0.385,2.2,4.9,0.45,1.9,2.6,0.746,0.6,2.9,3.5,3.4,1,0.4,1.6,2.9,10.9,No_Honors
2008,James Jones,2008James Jones,1,SF,27,POR,58,3,1276,4,9.2,0.437,2.6,5.8,0.444,1.5,3.4,0.426,2.4,2.8,0.878,1.2,3.3,4.5,1,0.7,0.4,0.8,2.7,13.1,No_Honors
2008,Solomon Jones,2008Solomon Jones,1,PF,23,ATL,35,0,145,3,7.4,0.4,0,0.5,0,3,7,0.429,2.7,5,0.55,4.7,5.7,10.4,0,0.7,1.2,2.7,7,8.7,No_Honors
2008,Chris Kaman,2008Chris Kaman,1,C,25,LAC,56,55,2083,5.8,12.1,0.483,0,0.1,0,5.8,12,0.486,3.5,4.6,0.762,3,9.3,12.3,1.8,0.6,2.7,2.8,3.1,15.2,No_Honors
2008,Jason Kapono,2008Jason Kapono,1,SF,26,TOR,81,7,1530,5.7,11.7,0.488,1.3,2.8,0.483,4.4,8.9,0.489,0.9,1,0.86,0.7,2.1,2.8,1.5,0.8,0,1.4,3.1,13.6,No_Honors
2008,Coby Karl,2008Coby Karl,1,SG,24,LAL,17,0,71,4.6,13.2,0.346,2,6.6,0.308,2.5,6.6,0.385,4.1,5.1,0.8,1.5,5.6,7.1,4.6,2,1,2.5,2,15.2,No_Honors
2008,Viktor Khryapa,2008Viktor Khryapa,1,PF,25,CHI,9,0,105,4.1,10.6,0.387,0,0.3,0,4.1,10.3,0.4,2.7,4.8,0.571,2.1,4.8,6.9,2.7,2.1,0,2.1,3.8,11,No_Honors
2008,Jason Kidd*,2008Jason Kidd*,3,PG,34,TOT,80,80,2906,3.8,9.8,0.385,1.5,3.9,0.381,2.3,6,0.387,1.7,2,0.818,1.2,6.3,7.4,10,1.7,0.3,3.3,2,10.7,No_Honors
2008,Jason Kidd*,2008Jason Kidd*,3,PG,34,NJN,51,51,1895,3.8,10.4,0.366,1.6,4.5,0.356,2.2,5.9,0.374,1.7,2.1,0.82,1.1,6.7,7.8,10.1,1.4,0.3,3.5,1.7,11,No_Honors
2008,Jason Kidd*,2008Jason Kidd*,3,PG,34,DAL,29,29,1011,3.7,8.7,0.426,1.2,2.7,0.461,2.5,6,0.411,1.6,1.9,0.815,1.3,5.4,6.7,9.8,2.2,0.4,2.9,2.7,10.2,No_Honors
2008,Tarence Kinsey,2008Tarence Kinsey,1,SG,23,MEM,11,0,96,6,14.2,0.421,1.1,2.6,0.429,4.9,11.6,0.419,1.9,2.3,0.833,1.1,3.4,4.5,0.7,1.1,0,1.1,4.1,15,No_Honors
2008,Andrei Kirilenko,2008Andrei Kirilenko,1,SF,26,UTA,72,72,2217,4.5,8.8,0.506,0.7,1.9,0.379,3.8,6.9,0.54,3.2,4.2,0.77,2,3.5,5.5,4.6,1.4,1.8,2.3,2.7,12.9,No_Honors
2008,Linas Kleiza,2008Linas Kleiza,1,SF,23,DEN,79,13,1889,5.9,12.6,0.472,1.8,5.3,0.339,4.1,7.3,0.568,3.1,4.1,0.77,1.8,4.6,6.3,1.8,0.8,0.4,1.7,3.4,16.8,No_Honors
2008,Brevin Knight,2008Brevin Knight,1,PG,32,LAC,74,39,1674,3,7.4,0.404,0,0.1,0,3,7.2,0.411,1.3,1.5,0.873,0.3,2.7,3.1,7.1,2.2,0.2,1.5,3.4,7.3,No_Honors
2008,Kyle Korver,2008Kyle Korver,3,SG-PF,26,TOT,75,0,1732,5.3,12,0.443,2.3,6.2,0.375,3,5.8,0.516,2.5,2.7,0.915,0.4,3.1,3.6,2.1,0.9,0.6,1.6,4,15.4,No_Honors
2008,Kyle Korver,2008Kyle Korver,3,PF,26,PHI,25,0,657,4.9,12.4,0.396,2.1,5.9,0.352,2.8,6.5,0.437,1.7,1.9,0.912,0.7,3.3,4,1.8,1.1,0.3,1.5,3.7,13.6,No_Honors
2008,Kyle Korver,2008Kyle Korver,3,SG,26,UTA,50,0,1075,5.5,11.7,0.474,2.4,6.3,0.388,3.1,5.4,0.575,2.9,3.2,0.917,0.3,3,3.3,2.3,0.7,0.8,1.6,4.2,16.4,No_Honors
2008,Nenad Krstić,2008Nenad Krstić,1,C,24,NJN,45,38,812,5.5,13.3,0.41,0,0.1,0,5.5,13.2,0.413,2.3,3.1,0.754,1.6,7.3,8.9,1.2,0.4,0.8,1.8,4.9,13.2,No_Honors
2008,Raef LaFrentz,2008Raef LaFrentz,1,C,31,POR,39,0,291,3.3,7.5,0.443,0,0.5,0,3.3,7.1,0.474,1.4,2.4,0.579,3.5,4.8,8.3,0.7,1.5,2.1,1.2,7.3,8,No_Honors
2008,Carl Landry,2008Carl Landry,1,PF,24,HOU,42,0,711,6.8,11.1,0.616,0,0.1,0,6.8,11,0.619,3.6,5.5,0.661,4.9,5.6,10.5,1.1,0.9,0.4,1.3,5,17.3,No_Honors
2008,Keith Langford,2008Keith Langford,1,SG,24,SAS,2,0,10,3.6,14.4,0.25,0,0,,3.6,14.4,0.25,0,0,,0,7.2,7.2,0,0,0,0,3.6,7.2,No_Honors
2008,Stéphane Lasme,2008Stéphane Lasme,3,PF-SF,25,TOT,16,4,303,3.8,8.4,0.451,0,0,,3.8,8.4,0.451,2.3,3.8,0.594,3.1,3.2,6.3,0.4,1.5,2.6,1.8,4.2,9.9,No_Honors
2008,Stéphane Lasme,2008Stéphane Lasme,3,SF,25,GSW,1,0,0,,,,,,,,,,,,,,,,,,,,,,No_Honors
2008,Stéphane Lasme,2008Stéphane Lasme,3,PF,25,MIA,15,4,303,3.8,8.4,0.451,0,0,,3.8,8.4,0.451,2.3,3.8,0.594,3.1,3.2,6.3,0.4,1.5,2.6,1.8,4.2,9.9,No_Honors
2008,Acie Law,2008Acie Law,1,PG,23,ATL,56,6,865,4,9.9,0.401,0.3,1.4,0.206,3.7,8.4,0.433,1.6,2,0.792,0.5,1.9,2.4,4.7,1.2,0,2.3,3,9.8,No_Honors
2008,David Lee,2008David Lee,1,PF,24,NYK,81,29,2356,5.2,9.4,0.552,0,0,0,5.2,9.4,0.554,3,3.6,0.819,3.7,7.4,11.1,1.5,0.8,0.4,1.5,3.2,13.4,No_Honors
2008,Rashard Lewis,2008Rashard Lewis,1,PF,28,ORL,81,81,3076,6,13.3,0.455,2.6,6.5,0.409,3.4,6.8,0.498,2.6,3,0.838,1.1,4,5.1,2.3,1.2,0.4,1.6,2.5,17.3,No_Honors
2008,Kyle Lowry,2008Kyle Lowry,1,PG,21,MEM,82,9,2089,4.4,10.2,0.432,0.6,2.4,0.257,3.8,7.8,0.487,4.2,6,0.698,0.7,3.6,4.3,5.1,1.6,0.4,2.2,3.2,13.6,No_Honors
2008,Tyronn Lue,2008Tyronn Lue,3,PG,30,TOT,50,3,736,5.5,12.4,0.447,1.9,4.2,0.453,3.6,8.2,0.443,1.2,1.6,0.781,0.4,2.2,2.6,3.6,0.5,0,1.3,3.2,14.2,No_Honors
2008,Tyronn Lue,2008Tyronn Lue,3,PG,30,ATL,33,3,564,5.5,12.5,0.439,1.9,4.4,0.435,3.6,8.1,0.441,1.5,1.8,0.857,0.6,2,2.6,3.8,0.7,0,1.4,2.4,14.4,No_Honors
2008,Tyronn Lue,2008Tyronn Lue,3,PG,30,DAL,17,0,172,5.7,11.9,0.474,1.9,3.6,0.529,3.8,8.4,0.45,0.2,0.8,0.25,0,2.7,2.7,3.1,0,0.2,1,5.9,13.4,No_Honors
2008,Mark Madsen,2008Mark Madsen,1,PF,32,MIN,20,6,151,0.7,4.5,0.158,0,0,,0.7,4.5,0.158,0.7,2.9,0.25,4.3,4.8,9.1,1,0.7,0.5,2.1,6,2.1,No_Honors
2008,Corey Maggette,2008Corey Maggette,1,SF,28,LAC,70,65,2502,6.6,14.4,0.458,1.1,2.9,0.384,5.5,11.5,0.477,8,9.8,0.812,1.1,4.5,5.7,2.7,1,0.1,2.8,3,22.3,No_Honors
2008,Jamaal Magloire,2008Jamaal Magloire,3,C,29,TOT,31,2,286,2.3,6.9,0.327,0,0,,2.3,6.9,0.327,2.5,5.5,0.455,2.4,8.8,11.2,0.9,0.1,1.3,3.8,6.3,7,No_Honors
2008,Jamaal Magloire,2008Jamaal Magloire,3,C,29,NJN,24,2,259,2.1,6.8,0.306,0,0,,2.1,6.8,0.306,1.9,4.3,0.452,2.5,8.8,11.3,1,0,1.4,3.2,5.8,6.1,No_Honors
2008,Jamaal Magloire,2008Jamaal Magloire,3,C,29,DAL,7,0,27,4,8,0.5,0,0,,4,8,0.5,8,17.3,0.462,1.3,9.3,10.7,0,1.3,0,9.3,10.7,16,No_Honors
2008,Ian Mahinmi,2008Ian Mahinmi,1,C,21,SAS,6,0,23,9.4,18.8,0.5,0,0,,9.4,18.8,0.5,14.1,14.1,1,0,7.8,7.8,1.6,0,6.3,3.1,6.3,32.9,No_Honors
2008,Stephon Marbury,2008Stephon Marbury,1,PG,30,NYK,24,19,805,5,11.9,0.419,1.3,3.3,0.378,3.7,8.5,0.435,3.7,5.2,0.716,0.8,1.9,2.6,5.1,0.9,0.1,2.1,2.5,14.9,No_Honors
2008,Shawn Marion,2008Shawn Marion,3,PF,29,TOT,63,62,2315,6.2,12.2,0.508,1,3.1,0.333,5.2,9.2,0.567,1.6,2.3,0.707,2.1,7.9,10,2.1,1.9,1.3,1.3,2.3,15.1,No_Honors
2008,Shawn Marion,2008Shawn Marion,3,PF,29,PHO,47,47,1713,6.4,12.1,0.526,1.2,3.5,0.347,5.2,8.6,0.599,1.6,2.3,0.713,1.8,7.9,9.8,2.1,2,1.5,1,2.5,15.6,No_Honors
2008,Shawn Marion,2008Shawn Marion,3,PF,29,MIA,16,15,602,5.7,12.5,0.459,0.5,1.9,0.258,5.3,10.6,0.494,1.7,2.5,0.69,3,7.7,10.7,2.4,1.8,0.9,2.2,2,13.7,No_Honors
2008,Sean Marks,2008Sean Marks,1,C,32,PHO,19,0,130,6.4,11.9,0.535,0.3,1.1,0.25,6.1,10.8,0.564,3.3,5.3,0.632,2.5,7.5,10,1.1,0.8,2.8,2.2,6.4,16.3,No_Honors
2008,Donyell Marshall,2008Donyell Marshall,3,PF,34,TOT,26,1,340,3.4,10.4,0.327,1.6,5.6,0.283,1.8,4.8,0.378,2,2.3,0.864,2.5,5.5,8,1.1,0.6,1.7,1.6,3.3,10.4,No_Honors
2008,Donyell Marshall,2008Donyell Marshall,3,PF,34,CLE,11,1,156,3,10.2,0.295,1.8,5.3,0.348,1.2,4.8,0.238,1.6,2.1,0.778,2.1,4.8,6.9,1.2,0.5,2.1,1.4,3.7,9.5,No_Honors
2008,Donyell Marshall,2008Donyell Marshall,3,PF,34,SEA,15,0,184,3.7,10.6,0.352,1.4,5.9,0.233,2.3,4.7,0.5,2.3,2.5,0.923,2.9,6.1,9,1,0.8,1.4,1.8,2.9,11.2,No_Honors
2008,Darrick Martin,2008Darrick Martin,1,PG,36,TOR,17,0,141,2.6,11,0.233,0.5,4.1,0.125,2,6.9,0.296,1.3,1.5,0.833,0.8,1,1.8,5.4,1.5,0,0.3,3.1,6.9,No_Honors
2008,Kenyon Martin,2008Kenyon Martin,1,PF,30,DEN,71,71,2159,6.3,11.7,0.538,0,0.2,0.182,6.2,11.5,0.544,2.1,3.5,0.58,1.8,5.9,7.7,1.5,1.5,1.4,1.5,3.9,14.6,No_Honors
2008,Kevin Martin,2008Kevin Martin,1,SG,24,SAC,61,57,2216,6.8,14.8,0.456,1.7,4.3,0.402,5,10.5,0.478,8.2,9.4,0.869,0.8,3.7,4.4,2.1,1,0.1,2.1,2.4,23.4,No_Honors
2008,Desmond Mason,2008Desmond Mason,1,SF,30,MIL,59,56,1702,4.9,10.1,0.482,0,0,,4.9,10.1,0.482,2.4,3.7,0.659,1.6,3.8,5.4,2.6,0.8,0.6,1.8,2.2,12.1,No_Honors
2008,Roger Mason,2008Roger Mason,1,PG,27,WAS,80,9,1708,5.6,12.6,0.443,2.7,6.9,0.398,2.9,5.8,0.498,1.3,1.5,0.873,0.4,2.4,2.7,2.8,0.8,0.4,1.5,3,15.3,No_Honors
2008,Jason Maxiell,2008Jason Maxiell,1,C,24,DET,82,7,1768,4.9,9.1,0.538,0,0,0,4.9,9.1,0.539,3.5,5.5,0.633,3.6,5.2,8.8,0.9,0.4,1.9,1.4,3.7,13.3,No_Honors
2008,Rashad McCants,2008Rashad McCants,1,SG,23,MIN,75,24,2020,7.6,16.8,0.453,2.5,6.2,0.407,5.1,10.6,0.481,2.1,2.8,0.748,0.9,2.8,3.7,2.9,1.2,0.3,3.1,4.2,19.9,No_Honors
2008,Jelani McCoy,2008Jelani McCoy,1,C,30,DEN,6,1,33,1.1,1.1,1,0,0,,1.1,1.1,1,1.1,2.2,0.5,1.1,6.5,7.6,0,0,5.5,4.4,7.6,3.3,No_Honors
2008,Antonio McDyess,2008Antonio McDyess,1,PF,33,DET,78,78,2285,4.6,9.5,0.488,0,0,0,4.6,9.4,0.49,1.5,2.5,0.622,3.2,7.3,10.5,1.4,1,0.8,1.2,3.9,10.8,No_Honors
2008,Tracy McGrady*,2008Tracy McGrady*,1,SG,28,HOU,66,62,2440,8.1,19.3,0.419,1.3,4.4,0.292,6.8,14.9,0.457,3.6,5.3,0.684,0.6,4.4,5,5.7,1,0.4,2.4,1.3,21.1,Third
2008,Dominic McGuire,2008Dominic McGuire,1,SG,22,WAS,70,1,695,2,5.3,0.379,0.1,0.3,0.167,2,5,0.392,0.7,1.7,0.438,2.7,4.5,7.2,2.1,1,1.3,2.1,3.9,4.8,No_Honors
2008,Jeff McInnis,2008Jeff McInnis,1,PG,33,CHA,54,26,1410,2.8,6.4,0.434,0.1,0.5,0.158,2.7,5.9,0.457,0.6,0.8,0.767,0.4,2,2.5,5.6,0.6,0.1,1.9,3.1,6.2,No_Honors
2008,Josh McRoberts,2008Josh McRoberts,1,PF,20,POR,8,0,28,7.7,12.9,0.6,0,1.3,0,7.7,11.6,0.667,0,0,,2.6,10.3,12.9,2.6,1.3,0,2.6,1.3,15.4,No_Honors
2008,Chris Mihm,2008Chris Mihm,1,C,28,LAL,23,5,278,4.1,12.3,0.337,0,0,,4.1,12.3,0.337,2.3,3.5,0.667,3.6,6.3,10,1.7,0.5,1.8,2.2,5.4,10.6,No_Honors
2008,C.J. Miles,2008C.J. Miles,1,SG,20,UTA,60,13,689,5.9,12.3,0.479,1.6,4,0.39,4.3,8.3,0.522,2.1,2.7,0.788,0.8,3.2,4.1,2.8,1.7,0.4,1.4,5.1,15.5,No_Honors
2008,Darko Miličić,2008Darko Miličić,1,C,22,MEM,70,64,1663,4.7,10.8,0.438,0,0,0,4.7,10.8,0.439,1.5,2.6,0.554,2.7,6.4,9.2,1.3,0.7,2.5,2.2,4,10.9,No_Honors
2008,Andre Miller,2008Andre Miller,1,PG,31,PHI,82,82,3016,6.8,13.8,0.492,0,0.4,0.088,6.8,13.4,0.504,3.1,4,0.772,1.1,2.7,3.9,6.7,1.3,0.1,2.5,2.2,16.7,No_Honors
2008,Brad Miller,2008Brad Miller,1,C,31,SAC,72,72,2513,4.8,10.4,0.463,0.4,1.3,0.311,4.4,9.1,0.484,3.8,4.4,0.848,2.4,7.4,9.8,3.8,1,1.1,2.3,3.5,13.8,No_Honors
2008,Mike Miller,2008Mike Miller,1,SG,27,MEM,70,70,2474,6,12,0.502,2.3,5.2,0.432,3.8,6.8,0.557,2.4,3.1,0.774,0.7,6.1,6.8,3.5,0.5,0.2,2.6,2.1,16.7,No_Honors
2008,Paul Millsap,2008Paul Millsap,1,PF,22,UTA,82,2,1702,5.4,10.6,0.504,0,0.1,0,5.4,10.5,0.508,3.3,4.8,0.677,3.5,6.2,9.7,1.7,1.5,1.5,1.8,5.7,14,No_Honors
2008,Yao Ming*,2008Yao Ming*,1,C,27,HOU,55,55,2044,7.6,15,0.507,0,0,0,7.6,15,0.508,6.1,7.2,0.85,3,7.4,10.5,2.3,0.4,2,3.2,3,21.3,Third
2008,Cuttino Mobley,2008Cuttino Mobley,1,SG,32,LAC,77,38,2702,5,11.6,0.433,0.9,2.6,0.349,4.1,9,0.457,2.2,2.7,0.819,0.7,3,3.7,2.7,1,0.5,1.6,2,13.1,No_Honors
2008,Nazr Mohammed,2008Nazr Mohammed,3,C,30,TOT,82,29,1650,5.9,11.5,0.515,0,0,0,5.9,11.5,0.516,2.1,3.6,0.583,4.2,6.5,10.8,1.6,1,1.3,2.2,5,13.9,No_Honors
2008,Nazr Mohammed,2008Nazr Mohammed,3,C,30,DET,21,0,228,4.4,9.3,0.475,0,0.2,0,4.4,9.2,0.483,2.1,4.7,0.433,4.6,6.9,11.5,0.9,1.1,1.3,1.7,5.7,10.9,No_Honors
2008,Nazr Mohammed,2008Nazr Mohammed,3,C,30,CHA,61,29,1422,6.2,11.9,0.52,0,0,,6.2,11.9,0.52,2.1,3.4,0.617,4.2,6.5,10.7,1.7,1,1.3,2.3,4.9,14.4,No_Honors
2008,Jamario Moon,2008Jamario Moon,1,SF,27,TOR,78,75,2166,4.6,9.6,0.485,0.7,2,0.328,4,7.5,0.528,1,1.4,0.741,1.5,6.5,8,1.5,1.3,1.8,0.8,2.5,11,No_Honors
2008,Mikki Moore,2008Mikki Moore,1,PF,32,SAC,82,79,2385,4.3,7.4,0.577,0,0,0,4.3,7.4,0.579,2,2.7,0.736,2.4,5,7.5,1.3,0.5,0.7,1.7,4.7,10.5,No_Honors
2008,Randolph Morris,2008Randolph Morris,1,C,22,NYK,18,2,181,4.2,11.5,0.362,0,0,,4.2,11.5,0.362,2.8,5.8,0.483,2.4,5,7.4,0.4,0.8,0.4,1.8,7.4,11.1,No_Honors
2008,Alonzo Mourning*,2008Alonzo Mourning*,1,C,37,MIA,25,0,389,4.8,8.8,0.547,0,0,,4.8,8.8,0.547,4.2,7,0.592,3.1,5.5,8.6,0.6,0.4,3.9,2.3,5.2,13.8,No_Honors
2008,Troy Murphy,2008Troy Murphy,1,PF,27,IND,75,61,2106,5.4,11.8,0.455,1.6,4,0.398,3.8,7.8,0.484,3.3,4.1,0.797,1.8,7.4,9.3,2.8,0.8,0.5,1.6,3.7,15.7,No_Honors
2008,Ronald Murray,2008Ronald Murray,3,PG,28,TOT,42,19,874,6.3,15.1,0.42,0.8,2.6,0.317,5.5,12.5,0.441,2.8,4,0.694,0.9,2.5,3.4,5.9,1.6,0.2,3.5,2.1,16.3,No_Honors
2008,Ronald Murray,2008Ronald Murray,3,PG,28,DET,19,2,347,5.9,14.4,0.41,0.6,2.8,0.222,5.3,11.6,0.455,2.3,3.8,0.595,1.3,2.4,3.7,6.6,1.3,0.1,3.2,2,14.7,No_Honors
2008,Ronald Murray,2008Ronald Murray,3,PG,28,IND,23,17,527,6.6,15.6,0.425,1,2.5,0.389,5.7,13.1,0.432,3.1,4.2,0.754,0.7,2.5,3.2,5.5,1.7,0.2,3.6,2.1,17.4,No_Honors
2008,Dikembe Mutombo*,2008Dikembe Mutombo*,1,C,41,HOU,39,25,619,2.5,4.7,0.538,0,0,,2.5,4.7,0.538,1.9,2.6,0.711,4,7.6,11.6,0.3,0.6,2.8,1,3.2,6.9,No_Honors
2008,Boštjan Nachbar,2008Boštjan Nachbar,1,PF,27,NJN,75,1,1660,5.3,13.2,0.402,2,5.7,0.359,3.3,7.5,0.435,3.3,4.3,0.786,1.2,4.4,5.6,1.9,1,0.5,1.8,3.9,16,No_Honors
2008,Eduardo Nájera,2008Eduardo Nájera,1,PF,31,DEN,78,3,1664,3.8,8,0.473,1.1,3.2,0.361,2.6,4.8,0.548,1.4,1.9,0.708,2.4,4.8,7.3,2.1,1.5,0.9,1.3,4.3,10,No_Honors
2008,Steve Nash*,2008Steve Nash*,1,PG,33,PHO,81,81,2780,6.3,12.5,0.504,2.3,4.9,0.47,4,7.5,0.527,2.9,3.2,0.906,0.4,3.3,3.7,11.6,0.7,0.1,3.8,1.5,17.8,Second
2008,Juan Carlos Navarro,2008Juan Carlos Navarro,1,SG,27,MEM,82,30,2117,5.2,13,0.402,2.7,7.3,0.361,2.6,5.7,0.455,2.1,2.5,0.849,0.6,3,3.6,3,0.8,0,2.3,1.6,15.2,No_Honors
2008,Jameer Nelson,2008Jameer Nelson,1,PG,25,ORL,69,62,1961,5.2,11.1,0.469,1.2,2.8,0.416,4,8.2,0.488,2.3,2.8,0.828,0.5,3.9,4.5,7,1.2,0.1,2.6,3.1,13.9,No_Honors
2008,Rasho Nesterović,2008Rasho Nesterović,1,C,31,TOR,71,39,1486,6.2,11.3,0.55,0,0.1,0.333,6.2,11.2,0.552,0.9,1.2,0.755,3.1,5.1,8.3,2,0.5,1.3,1.5,3.2,13.4,No_Honors
2008,Ira Newble,2008Ira Newble,4,SG-SF,33,TOT,49,13,698,3.9,9,0.437,0.8,2.5,0.327,3.1,6.4,0.48,1,1.3,0.769,2.4,4,6.4,0.9,1.4,0.4,1.8,3.6,9.7,No_Honors
2008,Ira Newble,2008Ira Newble,4,SG,33,CLE,41,13,650,3.9,8.8,0.449,0.8,2.5,0.333,3.1,6.3,0.496,1.1,1.4,0.769,2.3,4,6.3,0.8,1.5,0.4,1.7,3.5,9.8,No_Honors
2008,Ira Newble,2008Ira Newble,4,SF,33,SEA,2,0,17,4.2,14.8,0.286,0,4.2,0,4.2,10.6,0.4,0,0,,0,0,0,2.1,0,0,0,0,8.5,No_Honors
2008,Ira Newble,2008Ira Newble,4,SF,33,LAL,6,0,31,3.5,10.5,0.333,1.2,2.3,0.5,2.3,8.1,0.286,0,0,,7,5.8,12.8,3.5,1.2,1.2,3.5,5.8,8.1,No_Honors
2008,Demetris Nichols,2008Demetris Nichols,3,SF,23,TOT,14,0,44,4.9,18.8,0.261,2.5,10.6,0.231,2.5,8.2,0.3,0,0,,0,4.1,4.1,0.8,0,2.5,3.3,3.3,12.3,No_Honors
2008,Demetris Nichols,2008Demetris Nichols,3,SF,23,CLE,3,0,14,2.6,20.6,0.125,0,7.7,0,2.6,12.9,0.2,0,0,,0,2.6,2.6,0,0,0,5.1,0,5.1,No_Honors
2008,Demetris Nichols,2008Demetris Nichols,3,SF,23,CHI,11,0,30,6,18,0.333,3.6,12,0.3,2.4,6,0.4,0,0,,0,4.8,4.8,1.2,0,3.6,2.4,4.8,15.6,No_Honors
2008,Joakim Noah,2008Joakim Noah,1,C,22,CHI,74,31,1534,4.2,8.6,0.482,0,0,0,4.2,8.6,0.484,3.1,4.6,0.691,4.1,5.7,9.8,2,1.6,1.5,2.1,4.1,11.5,No_Honors
2008,Andrés Nocioni,2008Andrés Nocioni,1,SF,28,CHI,82,27,2021,6.8,15.6,0.432,2.2,6.2,0.364,4.5,9.5,0.476,3.5,4.3,0.807,0.9,5.2,6.1,1.7,0.4,0.8,2.4,4.4,19.2,No_Honors
2008,Steve Novak,2008Steve Novak,1,SF,24,HOU,35,0,264,6.7,13.9,0.48,4.6,9.7,0.479,2,4.2,0.484,0.4,0.5,0.75,0.5,4.2,4.8,0.8,0.3,0.4,0.5,2.3,18.4,No_Honors
2008,Dirk Nowitzki,2008Dirk Nowitzki,1,PF,29,DAL,77,77,2769,8.2,17.1,0.479,1,2.9,0.359,7.2,14.2,0.504,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,Second
2008,Patrick O'Bryant,2008Patrick O'Bryant,1,C,21,GSW,24,0,99,5.8,10.5,0.552,0,0,,5.8,10.5,0.552,1.1,1.8,0.6,3.6,6.9,10.5,1.5,1.5,3.3,2.5,9.8,12.7,No_Honors
